pbp_a_hnumber	pbp_a_plan_identifier	segment_id	pbp_a_ben_cov	pbp_a_plan_type	orgtype	bid_id	version	pbp_d_ann_deduct_yn	pbp_d_ann_deduct_amt_type	pbp_d_ann_deduct_amt	pbp_d_ann_deduct_comb_type	pbp_d_ann_deduct_14a_yn	pbp_d_ann_deduct_bens	pbp_d_ann_deduct_inn_mc_yn	pbp_d_ann_deduct_inn_mc_cats	pbp_d_ann_deduct_inn_nmc_yn	pbp_d_ann_deduct_inn_nmc_cats	pbp_d_ann_deduct_oon_nmc_yn	pbp_d_ann_deduct_oon_nmc_cats	pbp_d_diff_deduct_yn	pbp_d_diff_deduct_cats	pbp_d_diff_deduct_1a_t1_amt	pbp_d_diff_deduct_1a_t2_amt	pbp_d_diff_deduct_1a_t3_amt	pbp_d_diff_deduct_1b_t1_amt	pbp_d_diff_deduct_1b_t2_amt	pbp_d_diff_deduct_1b_t3_amt	pbp_d_diff_deduct_2_t1_amt	pbp_d_diff_deduct_2_t2_amt	pbp_d_diff_deduct_2_t3_amt	pbp_d_diff_deduct_3_amt	pbp_d_diff_deduct_4c_amt	pbp_d_diff_deduct_5_amt	pbp_d_diff_deduct_6_amt	pbp_d_diff_deduct_7a_amt	pbp_d_diff_deduct_7b_amt	pbp_d_diff_deduct_7c_amt	pbp_d_diff_deduct_7d_amt	pbp_d_diff_deduct_7e_amt	pbp_d_diff_deduct_7f_amt	pbp_d_diff_deduct_7g_amt	pbp_d_diff_deduct_7h_amt	pbp_d_diff_deduct_7i_amt	pbp_d_diff_deduct_7j_amt	pbp_d_diff_deduct_7k_amt	pbp_d_diff_deduct_8a_amt	pbp_d_diff_deduct_8b_amt	pbp_d_diff_deduct_9a1_amt	pbp_d_diff_deduct_9a2_amt	pbp_d_diff_deduct_9b_amt	pbp_d_diff_deduct_9c_amt	pbp_d_diff_deduct_9d_amt	pbp_d_diff_deduct_10a1_amt	pbp_d_diff_deduct_10a2_amt	pbp_d_diff_deduct_10b_amt	pbp_d_diff_deduct_11a_amt	pbp_d_diff_deduct_11b_amt	pbp_d_diff_deduct_11c_amt	pbp_d_diff_deduct_12_amt	pbp_d_diff_deduct_13a_amt	pbp_d_diff_deduct_13b_amt	pbp_d_diff_deduct_13c_amt	pbp_d_diff_deduct_13d_amt	pbp_d_diff_deduct_13e_amt	pbp_d_diff_deduct_13f_amt	pbp_d_diff_deduct_13g_amt	pbp_d_diff_deduct_14b_amt	pbp_d_diff_deduct_14c_amt	pbp_d_diff_deduct_14d_amt	pbp_d_diff_deduct_14e1_amt	pbp_d_diff_deduct_14e2_amt	pbp_d_diff_deduct_14e3_amt	pbp_d_diff_deduct_14e4_amt	pbp_d_diff_deduct_14e5_amt	pbp_d_diff_deduct_14e6_amt	pbp_d_diff_deduct_15_amt	pbp_d_diff_deduct_16a_amt	pbp_d_diff_deduct_16b_amt	pbp_d_diff_deduct_17a_amt	pbp_d_diff_deduct_17b_amt	pbp_d_diff_deduct_18a_amt	pbp_d_diff_deduct_18b_amt	pbp_d_nmc_deduct_yn	pbp_d_nmc_deduct_cats	pbp_d_deduct_iha_amt	pbp_d_deduct_ihp_amt	pbp_d_deduct_snf_amt	pbp_d_deduct_cprs_amt	pbp_d_deduct_weuc_amt	pbp_d_deduct_chiro_amt	pbp_d_deduct_pod_amt	pbp_d_deduct_obs_amt	pbp_d_deduct_trans_amt	pbp_d_deduct_acupunc_amt	pbp_d_deduct_otc_amt	pbp_d_deduct_meal_amt	pbp_d_deduct_other1_amt	pbp_d_deduct_other2_amt	pbp_d_deduct_other3_amt	pbp_d_deduct_dsnp_his_amt	pbp_d_deduct_ape_amt	pbp_d_deduct_14c_amt	pbp_d_deduct_prevdental_amt	pbp_d_deduct_compdental_amt	pbp_d_deduct_eyeexam_amt	pbp_d_deduct_eyewear_amt	pbp_d_deduct_hearexam_amt	pbp_d_deduct_hearaid_amt	pbp_d_inn_deduct_yn	pbp_d_inn_deduct_partb_yn	pbp_d_inn_deduct_amt	pbp_d_inn_deduct_bens	pbp_d_inn_deduct_m_yn	pbp_d_inn_deduct_m_cats	pbp_d_inn_deduct_nm_yn	pbp_d_inn_deduct_nm_cats	pbp_d_comb_deduct_yn	pbp_d_comb_deduct_partb_yn	pbp_d_comb_deduct_amt	pbp_d_comb_deduct_bens	pbp_d_comb_deduct_inn_m_yn	pbp_d_comb_deduct_inn_m_cats	pbp_d_comb_deduct_inn_nm_yn	pbp_d_comb_deduct_inn_nm_cats	pbp_d_comb_deduct_oon_m_yn	pbp_d_comb_deduct_oon_m_cats	pbp_d_comb_deduct_oon_nm_yn	pbp_d_comb_deduct_oon_nm_cats	pbp_d_oon_deduct_yn	pbp_d_oon_deduct_partb_yn	pbp_d_oon_deduct_amt	pbp_d_oon_deduct_bens	pbp_d_oon_deduct_m_yn	pbp_d_oon_deduct_m_cats	pbp_d_oon_deduct_nm_yn	pbp_d_oon_deduct_nm_cats	pbp_d_non_deduct_yn	pbp_d_non_deduct_partb_yn	pbp_d_non_deduct_amt	pbp_d_non_deduct_bens	pbp_d_non_deduct_m_yn	pbp_d_non_deduct_m_cats	pbp_d_non_deduct_nm_yn	pbp_d_non_deduct_nm_cats	pbp_d_out_pocket_amt_yn	pbp_d_out_pocket_amt_type	pbp_d_out_pocket_amt	pbp_d_inn_max_enr_oopc_bens	pbp_d_inn_max_enr_m_yn	pbp_d_inn_max_enr_m_cat_ex	pbp_d_inn_max_enr_nm_yn	pbp_d_inn_max_enr_nm_cat_ex	pbp_d_comb_max_enr_amt_yn	pbp_d_comb_max_enr_amt_type	pbp_d_comb_max_enr_amt	pbp_d_comb_max_enr_oopc_bens	pbp_d_comb_max_enr_inn_m_yn	pbp_d_comb_max_enr_inn_mcat_ex	pbp_d_comb_max_enr_inn_nm_yn	pbp_d_comb_max_enr_inn_nmcatex	pbp_d_comb_max_enr_oon_m_yn	pbp_d_comb_max_enr_oon_mcat_ex	pbp_d_comb_max_enr_oon_nm_yn	pbp_d_comb_max_enr_oon_nmcatex	pbp_d_oon_max_enr_oopc_yn	pbp_d_oon_max_enr_oopc_type	pbp_d_oon_max_enr_oopc_amt	pbp_d_oon_max_enr_oopc_bens	pbp_d_oon_max_enr_m_yn	pbp_d_oon_max_enr_m_cat_ex	pbp_d_oon_max_enr_nm_yn	pbp_d_oon_max_enr_nm_cat_ex	pbp_d_maxenr_oopc_type	pbp_d_maxenr_oopc_amt	pbp_d_maxenr_oopc_bens	pbp_d_maxenr_oopc_m_cats_yn	pbp_d_maxenr_oopc_m_cats	pbp_d_maxenr_oopc_nm_cats_yn	pbp_d_maxenr_oopc_nm_cats	pbp_d_max_plan_ben_cov_yn	pbp_d_max_plan_ben_cov	pbp_d_max_plan_period	pbp_d_max_plan_bens	pbp_d_inn_maxplan_nm_yn	pbp_d_inn_maxplan_nm_cats	pbp_d_oon_maxplan_nm_yn	pbp_d_oon_maxplan_nm_cats	pbp_d_non_maxplan_yn	pbp_d_non_maxplan_amt	pbp_d_non_maxplan_per	pbp_d_non_maxplan_nm_yn	pbp_d_non_maxplan_nm_cats	pbp_d_mplusc_premium	pbp_d_mplusc_bonly_premium	pbp_d_mco_pay_reduct_yn	pbp_d_mco_pay_reduct_amt	pbp_d_mmp_nm_yn	pbp_d_mmp_medcaid_bendesc_cats	pbp_d_mmp_plancov_bendesc_cats	pbp_d_balbill_yn	pbp_d_balbill_prov_cats	pbp_d_balbill_min_pct	pbp_d_balbill_max_pct	pbp_d_msa_ded_amt	pbp_d_msa_annual_amt	pbp_d_rics_yn	pbp_d_rics_cnt	pbp_d_rics_cats_ehc_1	pbp_d_rics_mc_cats_1	pbp_d_rics_nmc_cats_1	pbp_d_rics_max_bene_amt_1	pbp_d_rics_period_1	pbp_d_rics_app_ded_yn_1	pbp_d_rics_mod_1	pbp_d_rics_cats_ehc_2	pbp_d_rics_mc_cats_2	pbp_d_rics_nmc_cats_2	pbp_d_rics_max_bene_amt_2	pbp_d_rics_period_2	pbp_d_rics_app_ded_yn_2	pbp_d_rics_mod_2	pbp_d_rics_cats_ehc_3	pbp_d_rics_mc_cats_3	pbp_d_rics_nmc_cats_3	pbp_d_rics_max_bene_amt_3	pbp_d_rics_period_3	pbp_d_rics_app_ded_yn_3	pbp_d_rics_mod_3	pbp_d_combo_supp_ben_yn	pbp_d_combo_num_grps	pbp_d_combo_nmc_cats_1	pbp_d_combo_max_plan_ben_yn_1	pbp_d_combo_max_plan_ben_amt_1	pbp_d_combo_enrollee_lim_yn_1	pbp_d_combo_nmc_cats_2	pbp_d_combo_max_plan_ben_yn_2	pbp_d_combo_max_plan_ben_amt_2	pbp_d_combo_enrollee_lim_yn_2	pbp_d_combo_nmc_cats_3	pbp_d_combo_max_plan_ben_yn_3	pbp_d_combo_max_plan_ben_amt_3	pbp_d_combo_enrollee_lim_yn_3
H2593	036	0	1	01	01	H2593_036_0	5																																																																																																						2																																				1	2	7550.00	01	1																															2													0.00		2											2																							2													
H2593	037	0	1	01	01	H2593_037_0	5																																																																																																						2																																				1	2	7550.00	01	1																															2													0.00		2											2																							2													
H2593	038	0	1	01	01	H2593_038_0	5																																																																																																						2																																				1	2	7550.00	01	1																															2													0.00		2											2																							2													
H2593	039	0	1	01	01	H2593_039_0	5																																																																																																						2																																				1	2	7550.00	01	1																															2													0.00		2											2																							2													
H2593	040	0	1	01	01	H2593_040_0	6																																																																																																						2																																				1	1	2700.00	01	1																															2													0.00		2											2																							2													
H2593	041	0	1	01	01	H2593_041_0	5																																																																																																						2																																				1	2	7550.00	01	1																															2													0.00		2											2																							2													
H2593	042	0	1	01	01	H2593_042_0	4																																																																																																						2																																				1	1	3450.00	01	1																															2													0.00		2											2																							2													
H2593	802	0	1	01	01	H2593_802_0	4																																																																																																						1	1		01	2	3-1;3-2;3-3;3-4;5;7a;7b;7c;7d;7e;7f;7g;7h;7i;7k;8a;8b1;8b2;8b3;9a1;9a2;9b;9c;9d;10a1;10a2;11a;11b;11c;12;14d;14e1;14e2;14e3;14e4;14e5;15;16b;17a;17b;18a;																															1	2	7550	01	1																															2															2																																															
H2610	005	0	1	01	01	H2610_005_0	7																																																																																																						2																																				1	1	1900.00	11	1		2	1a;1b;4c;14b;																												2													0.00		2											2																							2													
H2610	006	0	1	01	01	H2610_006_0	7																																																																																																						2																																				1	1	1700.00	11	1		2	1a;1b;4c;14b;																												2													0.00		2											2																							2													
H2610	011	0	1	01	01	H2610_011_0	7																																																																																																						2																																				1	1	3300.00	11	1		2	1a;1b;4c;14b;																												2													0.00		2											2																							2													
H2610	015	0	1	01	01	H2610_015_0	7																																																																																																						2																																				1	1	3200.00	11	1		2	1a;1b;4c;14b;																												2													0.00		2											2																							2													
H2610	016	0	1	01	01	H2610_016_0	7																																																																																																						2																																				1	1	2900.00	11	1		2	1a;1b;4c;14b;																												2													0.00		2											2																							2													
H2610	803	0	1	01	01	H2610_803_0	2																																																																																																						1	1		01	2	3-1;3-2;3-3;3-4;5;7a;7b;7c;7d;7e;7f;7g;7h;7i;7k;8a;8b1;8b2;8b3;9a1;9a2;9b;9c;9d;10a1;10a2;11a;11b;11c;12;14d;14e1;14e2;14e3;14e4;14e5;15;16b;17a;17b;18a;																															1	2	7550	01	1																															2															2																																															
H2610	804	0	1	01	01	H2610_804_0	2																																																																																																						1	1		01	2	3-1;3-2;3-3;3-4;5;7a;7b;7c;7d;7e;7f;7g;7h;7i;7k;8a;8b1;8b2;8b3;9a1;9a2;9b;9c;9d;10a1;10a2;11a;11b;11c;12;14d;14e1;14e2;14e3;14e4;14e5;15;16b;17a;17b;18a;																															1	2	7550	01	1																															2															2																																															
H2624	001	0	1	01	01	H2624_001_0	8																																																																																																						2																																				1	2	5000.00	11	1		1																													2													0.00		2											2																							1	1	14c20;14c21;	2		2								
H2663	002	0	1	01	01	H2663_002_0	3																																																																																																						2																																				1	2	4900.00	11	1		2	1a;4c;7f;9d;14b;14c1;14c2;14c3;14c4;14c7;14c9;14c12;18a;																												2													24.10		2											2																							2													
H2663	005	0	1	01	01	H2663_005_0	3																																																																																																						2																																				1	1	3450.00	11	1		2	1a;4c;7f;9d;14b;14c1;14c2;14c3;14c4;14c7;14c9;14c12;18a;																												2													0.00		2											2																							2													
H2663	006	0	1	02	01	H2663_006_0	4																																																																																																						2								2												2																1	2	7550.00	11	1		2	1a;4c;7f;9d;14b;14c1;14c2;14c3;14c4;14c7;14c9;14c12;18a;	1	2	11300.00	1111	1		2	1a;4c;7f;9d;14b;14c1;14c2;14c3;14c4;14c7;14c9;14c12;18a;	1		2	1a;4c;7f;14b;14c1;14c2;14c3;14c4;14c7;14c9;14c12;	2															2													0.00		2											2																							2													
H2663	015	0	1	02	01	H2663_015_0	5																																																																																																						2								2												2																1	2	4500.00	11	1		2	1a;4c;7f;9d;14b;14c1;14c2;14c3;14c4;14c7;14c9;14c12;18a;	1	2	11300.00	1111	1		2	1a;4c;7f;9d;14b;14c1;14c2;14c3;14c4;14c7;14c9;14c12;18a;	1		2	1a;4c;7f;14b;14c1;14c2;14c3;14c4;14c7;14c9;14c12;	2															2													0.00		2											2																							2													
H2663	017	0	1	01	01	H2663_017_0	2																																																																																																						2																																				1	2	5000.00	11	1		2	1a;4c;7f;9d;14b;14c1;14c2;14c3;14c4;14c7;14c9;14c12;18a;																												2													0.00		2											2																							2													
H2663	021	0	1	01	01	H2663_021_0	2																																																																																																						2																																				1	1	3450.00	11	1		2	1a;4c;9d;13a;14b;14c1;14c2;14c3;14c4;14c7;14c9;14c12;17a;18a;																												2													0.00		2											2																							2													
H2663	022	0	1	01	01	H2663_022_0	2																																																																																																						2																																				1	1	3450.00	11	1		2	1a;4c;9d;13a;14b;14c1;14c2;14c3;14c4;14c7;14c9;14c12;17a;18a;																												2													0.00		2											2																							2													
H2663	023	0	1	02	01	H2663_023_0	5																																																																																																						2								2												2																1	2	4400.00	11	1		2	1a;4c;9d;13a;14b;14c1;14c2;14c3;14c4;14c7;14c9;14c12;17a;18a;	1	2	10000.00	1111	1		2	1a;4c;9d;13a;14b;14c1;14c2;14c3;14c4;14c7;14c9;14c12;17a;18a;	1		2	1a;4c;9d;14b;14c1;14c2;14c3;14c4;14c7;14c9;14c12;17a;	2															2													0.00		2											2																							2													
H2663	025	0	1	01	01	H2663_025_0	2																																																																																																						2																																				1	2	5000.00	11	1		2	1a;4c;9d;13a;14b;14c1;14c2;14c3;14c4;14c7;14c9;14c12;17a;18a;																												2													0.00		2											2																							2													
H2663	026	0	1	01	01	H2663_026_0	2																																																																																																						2																																				1	2	5000.00	11	1		2	1a;4c;9d;13a;14b;14c1;14c2;14c3;14c4;14c7;14c9;14c12;17a;18a;																												2													0.00		2											2																							2													
H2663	028	0	1	01	01	H2663_028_0	2																																																																																																						2																																				1	2	6000.00	11	1		2	1a;4c;9d;13a;14b;14c1;14c2;14c3;14c4;14c7;14c9;14c12;17a;18a;																												2													0.00		2											2																							2													
H2663	029	0	1	01	01	H2663_029_0	2																																																																																																						2																																				1	2	6700.00	11	1		2	1a;4c;9d;13a;14b;14c1;14c2;14c3;14c4;14c7;14c9;14c12;17a;18a;																												2													0.00		2											2																							2													
H2663	032	0	1	01	01	H2663_032_0	2																																																																																																						2																																				1	1	3450.00	11	1		2	1a;4c;7f;9d;14b;14c1;14c2;14c3;14c4;14c7;14c9;14c12;18a;																												2													0.00		2											2																							2													
H2663	034	0	1	01	01	H2663_034_0	3																																																																																																						2																																				1	2	6000.00	11	1		2	1a;4c;9d;14b;14c1;14c3;14c4;14c7;18a;																												2													0.00		2											2																							2													
H2663	035	0	1	01	01	H2663_035_0	2																																																																																																						2																																				1	2	5000.00	11	1		2	1a;4c;9d;13a;14b;14c1;14c2;14c3;14c4;14c7;14c9;14c12;17a;18a;																												2													0.00		2											2																							2													
H2663	036	0	1	01	01	H2663_036_0	2																																																																																																						2																																				1	1	3450.00	11	1		2	1a;4c;9d;13a;14b;14c1;14c2;14c3;14c4;14c7;14c9;14c12;17a;18a;																												2													0.00		2											2																							2													
H2663	805	0	1	01	01	H2663_805_0	1																																																																																																						1	1		01	2	3-1;3-2;3-3;3-4;5;7a;7b;7c;7d;7e;7f;7g;7h;7i;7k;8a;8b1;8b2;8b3;9a1;9a2;9b;9c;9d;10a1;10a2;11a;11b;11c;12;14d;14e1;14e2;14e3;14e4;14e5;15;16b;17a;17b;18a;																															1	2	7550	01	1																															2															2																																															
H2663	810	0	1	01	01	H2663_810_0	1																																																																																																						1	1		01	2	3-1;3-2;3-3;3-4;5;7a;7b;7c;7d;7e;7f;7g;7h;7i;7k;8a;8b1;8b2;8b3;9a1;9a2;9b;9c;9d;10a1;10a2;11a;11b;11c;12;14d;14e1;14e2;14e3;14e4;14e5;15;16b;17a;17b;18a;																															1	2	7550	01	1																															2															2																																															
H2678	001	0	1	01	01	H2678_001_0	4																																																																																																						2																																				1	1	3450.00	01	1																															2													0.00		2											2																							2													
H2678	002	0	1	01	01	H2678_002_0	3																																																																																																						2																																				1	1	3450.00	01	1																															2													0.00		2											2																							2													
H2678	003	0	1	01	01	H2678_003_0	3																																																																																																						2																																				1	1	3450.00	01	1																															2													0.00		2											2																							2													
H2678	004	0	1	01	01	H2678_004_0	3																																																																																																						2																																				1	1	3450.00	01	1																															2													0.00		2											2																							2													
H2697	001	0	1	01	01	H2697_001_0	7																																																																																																						2																																				1	2	4500.00	01	1																															1	150.00	3	01	2	13b;14c1;14c2;14c4;14c16;								0.00		2											2																							2													
H2697	002	0	1	01	01	H2697_002_0	8																																																																																																						2																																				1	2	3700.00	01	1																															1	150.00	3	01	2	13b;14c1;14c2;14c4;14c16;								0.00		2											2																							2													
H2697	003	0	1	01	01	H2697_003_0	7																																																																																																						2																																				1	2	6700.00	01	1																															1	300.00	3	01	2	13b;14c1;14c2;14c4;14c16;								0.00		1	50.00										2																							2													
H2722	001	0	1	02	01	H2722_001_0	7																																																																																																						1	1		01	2	3-1;3-2;3-3;3-4;5;6;7a;7b;7c;7d;7e;7f;7g;7h;7i;7k;8a;8b1;8b2;8b3;9a1;9a2;9b;9c;9d;10a1;10a2;11a;11b;11c;12;14d;14e1;14e2;14e3;14e4;14e5;14e6;15;16b;17a;17b;18a;			2												1	2	500.00	11	2	1a;1b;2;3-1;3-2;3-3;3-4;5;6;7a;7b;7c;7d;7e;7f;7g;7h;7i;7k;8a;8b1;8b2;8b3;9a1;9a2;9b;9c;9d;10a1;10a2;11a;11b;11c;12;14a;14d;14e1;14e2;14e3;14e4;14e5;14e6;15;16b;17a;17b;18a;	2	9d;									1	2	7550.00	01	1				2												2															2													0.00		2											2																							2													
H2722	002	0	1	02	01	H2722_002_0	6																																																																																																						2								2												1	2	500.00	11	2	1a;1b;2;3-1;3-2;3-3;3-4;5;6;7a;7b;7c;7d;7e;7f;7g;7h;7i;7k;8a;8b1;8b2;8b3;9a1;9a2;9b;9c;9d;10a1;10a2;11a;11b;11c;14a;14d;14e1;14e2;14e3;14e4;14e5;14e6;15;16b;17a;17b;18a;	2	9d;									1	2	5900.00	01	1				2												2															2													0.00		2											2																							2													
H2722	003	0	1	02	01	H2722_003_0	6																																																																																																						1	1		01	2	3-1;3-2;3-3;3-4;5;6;7a;7b;7c;7d;7e;7f;7g;7h;7i;7k;8a;8b1;8b2;8b3;9a1;9a2;9b;9c;9d;10a1;10a2;11a;11b;11c;12;14d;14e1;14e2;14e3;14e4;14e5;14e6;15;16b;17a;17b;18a;			2												1	2	500.00	11	2	1a;1b;2;3-1;3-2;3-3;3-4;5;6;7a;7b;7c;7d;7e;7f;7g;7h;7i;7k;8a;8b1;8b2;8b3;9a1;9a2;9b;9c;9d;10a1;10a2;11a;11b;11c;12;14a;14d;14e1;14e2;14e3;14e4;14e5;14e6;15;16b;17a;17b;18a;	2	9d;									1	2	7550.00	01	1				2												2															2													0.00		2											2																							2													
H2722	004	0	1	02	01	H2722_004_0	7																																																																																																						2								2												1	2	500.00	11	2	1a;1b;2;3-1;3-2;3-3;3-4;5;6;7a;7b;7c;7d;7e;7f;7g;7h;7i;7k;8a;8b1;8b2;8b3;9a1;9a2;9b;9c;9d;10a1;10a2;11a;11b;11c;14a;14d;14e1;14e2;14e3;14e4;14e5;14e6;15;16b;17a;17b;18a;	2	9d;									1	2	4900.00	01	1				2												2															2													0.00		2											2																							2													
H2722	801	0	1	02	01	H2722_801_0	3																																																																																																						1	1		01	2	3-1;3-2;3-3;3-4;5;7a;7b;7c;7d;7e;7f;7g;7h;7i;7k;8a;8b1;8b2;8b3;9a1;9a2;9b;9c;9d;10a1;10a2;11a;11b;11c;12;14d;14e1;14e2;14e3;14e4;14e5;14e6;15;16b;17a;17b;18a;			2												1	1		01	2	3-1;3-2;3-3;3-4;5;6;7a;7b;7c;7d;7e;7f;7g;7h;7i;7k;8a;8b1;8b2;8b3;9a1;9a2;9b;9c;9d;10a1;10a2;11a;11b;11c;14a;14d;14e1;14e2;14e3;14e4;14e5;14e6;15;16b;17a;17b;18a;											1	2	6700.00	01	1				2												2															2															2											2																							2													
H2765	001	0	1	02	01	H2765_001_0	6																																																																																																						2								2												2																1	2	4200.00	11	1		2	1a;4c;14b;	1	2	4200.00	1111	1		2	1a;4c;14b;	1		2	1a;4c;14b;	1	2	4200.00	11	1		2	1a;4c;14b;								2													22.00		2											2																							2													
H2765	002	0	1	01	01	H2765_002_0	7																																																																																																						2																																				1	2	6850.00	11	1		2	1a;14b;																												2													69.00		2											2																							2													
H2765	003	0	1	02	01	H2765_003_0	8																																																																																																						2								2												2																1	2	6250.00	11	1		2	1a;4c;14b;	1	2	8000.00	1111	1		2	1a;4c;14b;	1		2	1a;4c;14b;	1	2	8000.00	11	1		2	1a;4c;14b;								2													99.00		2											2																							2													
H2765	004	0	1	02	01	H2765_004_0	8																																																																																																						2								2												2																1	2	5500.00	11	1		2	1a;4c;14b;	1	2	7750.00	1111	1		2	1a;4c;14b;	1		2	1a;4c;14b;	1	2	7750.00	11	1		2	1a;4c;14b;								2													146.00		2											2																							2													
H2775	100	0	1	04	01	H2775_100_0	3	2																																																																											2																																																														1	2	6700.00	01	1				1		6700.00	0101	1				1				2															2													48.50		2											2																							2													
H2775	105	0	1	04	01	H2775_105_0	3	2																																																																											2																																																														1	1	3400.00	01	1				1		3400.00	0101	1				1				2															2													109.90		2											2																							2													
H2775	106	0	1	04	01	H2775_106_0	3	2																																																																											2																																																														1	2	6700.00	01	1				1		6700.00	0101	1				1				2															2													0.00		2											2																							2													
H2775	108	0	1	04	01	H2775_108_0	2	2																																																																											2																																																														1	2	6700.00	01	1				1		6700.00	0101	1				1				2															2													0.00		2											2																							2													
H2775	109	0	1	04	01	H2775_109_0	3	2																																																																											2																																																														1	2	4000.00	01	1				1		4000.00	0101	1				1				2															2													0.00		2											1	1	10		16a1;16a2;16a3;16a4;16b1;16b2;16b3;16b4;16b5;16b6;16b7;17a1;17b1;17b2;17b3;17b4;17b5;18a1;18a2;18b1;	400.00	3	2	010															2													
H2775	111	0	1	04	01	H2775_111_0	3	2																																																																											2																																																														1	2	7550.00	01	1				1		11300.00	0101	1				1				2															2													0.00		1	70.00										2																							2													
H2775	112	0	1	04	01	H2775_112_0	3	1	2			2	010	2	3-1;3-2;3-3;3-4;5;7b;7c;7d;7e;7f;7g;7h;7i;7k;8a;8b1;8b2;8b3;9a1;9a2;9b;9c;9d;10a1;10a2;11a;11b;12;14d;					2																																																															2																																																														1	1	3450.00	01	1				1		5150.00	0101	1				1				2															2													0.00		2											1	1	10		16a1;16a2;16a3;16a4;16b1;16b2;16b3;16b4;16b5;16b6;16b7;17a1;17b1;17b2;17b3;17b4;17b5;18a1;18a2;18b1;	750.00	3	2	010															2													
H2775	113	0	1	04	01	H2775_113_0	3	2																																																																											2																																																														1	2	6700.00	01	1				1		10000.00	0101	1				1				2															2													0.00		2											1	1	10		16a1;16a2;16a3;16a4;16b1;16b2;16b3;16b4;16b5;16b6;16b7;17a1;17b1;17b2;17b3;17b4;17b5;18a1;18a2;18b1;	500.00	3	2	010															2													
H2775	801	0	1	04	01	H2775_801_0	2	1	3		2																																																																								2																																																														1	2	7550.00	01	1				1		11300.00	0101	1				1				2															2															2																																															
H2775	802	0	1	04	01	H2775_802_0	2	1	3		2																																																																								2																																																														1	2	7550.00	01	1				1		11300.00	0101	1				1				2															2															2																																															
H2775	803	0	1	04	01	H2775_803_0	2	1	3		2																																																																								2																																																														1	2	7550.00	01	1				1		11300.00	0101	1				1				2															2															2																																															
H2782	002	0	1	01	01	H2782_002_0	6																																																																																																						2																																				1	2	7000.00	11	1		2	4c;7b;13a;17b;																												2													0.00		2											2																							2													
H2782	003	0	1	01	01	H2782_003_0	5																																																																																																						2																																				1	2	5500.00	11	1		2	4c;7b;13a;17a;																												2													47.30		2											2																							2													
H2782	801	0	1	01	01	H2782_801_0	2																																																																																																						1	1		01	2	3-1;3-2;3-3;3-4;5;7a;7b;7c;7d;7e;7f;7g;7h;7i;7k;8a;8b1;8b2;8b3;9a1;9a2;9b;9c;9d;10a1;10a2;11a;11b;11c;12;14d;14e1;14e2;14e3;14e4;14e5;15;16b;17a;17b;18a;																															1	2	7550	01	1																															2															2																																															
H2782	802	0	1	01	01	H2782_802_0	2																																																																																																						1	1		01	2	3-1;3-2;3-3;3-4;5;7a;7b;7c;7d;7e;7f;7g;7h;7i;7k;8a;8b1;8b2;8b3;9a1;9a2;9b;9c;9d;10a1;10a2;11a;11b;11c;12;14d;14e1;14e2;14e3;14e4;14e5;15;16b;17a;17b;18a;																															1	2	7550	01	1																															2															2																																															
H2782	803	0	1	01	01	H2782_803_0	2																																																																																																						1	1		01	2	3-1;3-2;3-3;3-4;5;7a;7b;7c;7d;7e;7f;7g;7h;7i;7k;8a;8b1;8b2;8b3;9a1;9a2;9b;9c;9d;10a1;10a2;11a;11b;11c;12;14d;14e1;14e2;14e3;14e4;14e5;15;16b;17a;17b;18a;																															1	2	7550	01	1																															2															2																																															
H2782	804	0	1	01	01	H2782_804_0	2																																																																																																						1	1		01	2	3-1;3-2;3-3;3-4;5;7a;7b;7c;7d;7e;7f;7g;7h;7i;7k;8a;8b1;8b2;8b3;9a1;9a2;9b;9c;9d;10a1;10a2;11a;11b;11c;12;14d;14e1;14e2;14e3;14e4;14e5;15;16b;17a;17b;18a;																															1	2	7550	01	1																															2															2																																															
H2793	003	0	1	01	01	H2793_003_0	8																																																																																																						2																																				1	1	2999.00	01	1																															2													0.00		2											2																							2													
H2793	004	0	1	01	01	H2793_004_0	9																																																																																																						1	1		01	2	3-1;3-2;3-3;3-4;5;6;7a;7b;7c;7d;7e;7f;7g;7h;7i;7j;7k;8a;8b1;8b2;8b3;9a1;9a2;9b;9c;9d;10a1;10a2;11a;11b;11c;12;14d;14e1;14e2;14e3;14e4;14e5;14e6;15;16b;17a;17b;18a;																															1	1	2999.00	01	1																															2													0.00		2											2																							2													
H2793	005	0	1	01	01	H2793_005_0	8																																																																																																						2																																				1	1	2999.00	01	1																															2													0.00		2											2																							2													
H2793	007	0	1	01	01	H2793_007_0	10																																																																																																						1	1		01	2	3-1;3-2;3-3;3-4;5;6;7a;7b;7c;7d;7e;7f;7g;7h;7i;7j;7k;8a;8b1;8b2;8b3;9a1;9a2;9b;9c;9d;10a1;10a2;11a;11b;11c;12;14d;14e1;14e2;14e3;14e4;14e5;14e6;15;16b;17a;17b;18a;																															1	1	2999.00	01	1																															2													0.00		2											2																							2													
H2802	001	0	1	02	01	H2802_001_0	3																																																																																																						2								2												2																1	2	4900.00	11	1		2	4c;	2												2															2													0.00		2											2																							2													
H2802	007	0	1	02	01	H2802_007_0	3																																																																																																						2								2												2																1	2	4500.00	11	1		2	4c;	2												2															2													0.00		2											2																							2													
